State,k,lambda,Objective Value,Existing clients,New clients,Existing sum distance,New sum distance,Reassigned Clients,Reassigned Distance,Total Distance,Existing Average,Run Time
Nebraska,1,0,3508.1709922218915,645.0000000000006,24.47746722987359,3508.1709922218915,546.5528777622251,109.90646822052412,516.7176762616962,4054.7238699841164,5.439024794142463,2.1205951869487762
Nebraska,2,0,3130.8009651880852,645.0000000000006,27.77991295329745,3130.8009651880852,624.8804101318987,189.71732676861308,907.9593365607366,3755.681375319984,4.853954984787725,0.8560445755720139
Nebraska,3,0,2900.673191956481,645.0000000000006,31.3125809881046,2900.673191956481,717.4370173103597,239.2747107658594,1062.7565514424655,3618.1102092668407,4.497167739467408,0.8722230195999146
Nebraska,4,0,2708.424845743484,645.0000000000006,41.053490156087975,2708.424845743484,937.8248206155097,318.14979382051615,1380.4534983115718,3646.2496663589936,4.19910828797439,0.9951185956597328
Nebraska,5,0,2577.2573740337084,645.0000000000006,45.61212781292432,2577.2573740337084,1046.3741556912792,377.48349567016584,1571.698651429681,3623.6315297249876,3.9957478667189243,0.7776579260826111
Nebraska,6,0,2446.5678203819684,645.0000000000006,42.079459778117176,2446.5678203819684,953.8175485128181,411.9106838144817,1620.759655064167,3400.3853688947866,3.793128403692971,0.7962943315505981
Nebraska,7,0,2349.1688086309455,645.0000000000006,42.07945977811717,2349.1688086309455,943.3371006242012,416.51244122525236,1628.5540121262763,3292.5059092551464,3.6421221839239433,0.7649763002991676
Nebraska,8,0,2262.462470598202,645.0000000000006,42.07945977811717,2262.462470598202,941.3445480347351,444.8748384789591,1656.5666717544386,3203.807018632937,3.507693752865426,0.9702718295156956
Nebraska,9,0,2178.0208029095697,645.0000000000006,42.079459778117176,2178.0208029095697,933.0698381083766,452.05462589371825,1630.6143977449328,3111.0906410179464,3.376776438619485,0.7564290054142475
Nebraska,10,0,2099.8972783040763,645.0000000000006,47.32643105411854,2099.8972783040763,1051.2389494854258,457.396115769126,1570.5363745696263,3151.1362277895023,3.2556546950450764,0.7313356399536133
Nebraska,11,0,2026.7486112230526,645.0000000000006,50.85909908892569,2026.7486112230526,1131.4586932923785,479.76635087923717,1582.0188369658276,3158.207304515431,3.142245908872947,0.8141563385725021
